Word,Length,LgSUBTLWF,Ortho_N,Phono_N,BG_Mean,Pron,NPhon,NSyll,POS,I_LexDec_Mean_RT,I_NMG_Mean_RT,AoA,Conc.M,Consist
accost,6,0.6,0,1,1714.2,"@.k""Ost",5,2,VB,806.81,712.12,13.37,NA,NA
accosted,8,1.54,0,0,2493,"@.k""Ost.@d",7,3,VB,796.65,779.05,NA,2.52,NA
accosting,9,0.7,0,0,3020.25,"@.k""Ost.IN",7,3,VB|NN,838.54,812.72,NA,NA,NA
account,7,3.36,0,1,1785,"@.k""aUnt",5,2,NN|VB,619.38,605.89,8.26,3.08,NA
accountable,11,1.86,0,0,1818.9,"@.k""aUn4.@.bl=",8,4,JJ,729.33,683.48,11.70,2.21,NA
accountant,10,2.5,0,0,2120.89,"@.k""aUnt.n=t",7,3,NN,817.19,677.12,11.67,4.41,NA
accountability,14,1.4,0,0,1636,"@.k%aUn4.@.b""Il.@.4i",12,6,NN,821.21,673.85,12.16,1.55,NA
accountants,11,1.75,0,0,2009.4,"@.k""aUnt.n=ts",8,3,NN,742.86,721.92,NA,NA,NA
accounted,9,2.19,0,2,2448.75,"@.k""aUn4.@d",7,3,VB,664.83,636.37,NA,NA,NA
accounting,10,2.36,0,2,2922.33,"@.k""aUn4.IN",7,3,NN|VB,632.09,681.73,12.05,3.27,NA
accounts,8,2.73,0,1,1673.71,"@.k""aUnts",6,2,NN|VB,644.92,633.19,NA,NA,NA
accredit,8,NULL,0,0,2223.57,"@.kr""E.4@t",7,3,VB,839.71,697.28,NA,2.15,NA
accreditation,13,1,0,0,2792.83,"@.kr%E.4@t.""e.Sn=",10,5,NN,975,789.4,15.53,2.68,NA
accredited,10,1.23,0,0,2716.11,"@.kr""E.4@4.@d",9,4,VB,773.91,808.74,13.89,2.27,NA
accrue,6,0.7,0,1,710.2,"@.kr""u",4,2,VB,704.89,702.65,14.11,1.61,NA
accrued,7,1.15,1,2,1339.33,"@.kr""ud",5,2,VB,851.08,696.42,NA,NA,NA
accrues,7,0.3,1,3,1340,"@.kr""uz",5,2,VB,917.33,802.62,NA,NA,NA
accruing,8,0.48,0,0,2056.86,"@.kr""u.IN",6,3,VB|NN,897.14,770.25,NA,NA,NA
acculturated,12,NULL,0,0,2001.36,"@.k""Vl.tSu.r%e4.@d",11,5,VB|JJ,1061.47,1072.47,NA,NA,NA
acculturation,13,NULL,0,0,2085.5,"@.k%Vl.tSu.r""e.Sn=",10,5,NN,1047.95,833.91,NA,NA,NA
accumulate,10,1.48,0,0,1662.33,"@.kj""u.mj@.let",10,4,VB,734.09,763.79,12.30,3,NA
accumulates,11,1.08,1,0,1945,"@.kj""u.mj@.lets",11,4,VB,749.78,807.96,NA,NA,NA
ached,5,1.23,2,5,2303.75,"""ekt",3,1,VB,797.04,657.19,NA,NA,1
aches,5,1.89,3,7,2304.75,"""eks",3,1,NN|VB,683.77,738.55,NA,NA,1
accumulated,11,1.6,1,0,1944.6,"@.kj""u.mj@.l%e4.@d",12,5,VB,748.26,899.12,NA,NA,NA
accumulating,12,1.28,0,0,2377.91,"@.kj""u.mj@.l%e4.IN",12,5,VB,776.41,840.82,NA,NA,NA
achieve,7,2.57,0,0,1283.5,"@.tS""iv",4,2,VB,702.82,651.17,8.53,2.29,NA
achieved,8,2.34,1,1,1740.86,"@.tS""ivd",5,2,VB|JJ,700.09,657.04,NA,NA,NA
accumulation,12,1.15,0,0,2041.55,"@.kj%u.mj@.l""e.Sn=",11,5,NN,859.88,848.3,10.50,2.97,NA
accuracy,8,1.89,0,0,1207,"""a.kj@.r@.si",8,4,NN,615.97,610.08,9.71,1.85,NA
accurate,8,2.6,0,0,2197.86,"""a.kj@.r@t",7,3,JJ,728.24,669.56,9.44,1.9,NA
accurately,10,1.77,0,0,2073.67,"""a.kj@.r@t.li",9,4,RB,807.22,672.46,NA,2.39,NA
accurst,7,NULL,0,1,1455.5,"@.k""3`st",5,2,JJ,914.9,799.47,NA,NA,NA
accusation,10,2.16,0,0,2291.22,"%a.kj@z.""e.Sn=",8,4,NN,819.06,773.46,10.17,2.38,NA
accusations,11,2.19,0,0,2247.7,"%a.kj@z.""e.Sn=z",9,4,NN,763.73,819.93,NA,NA,NA
accusative,10,NULL,0,0,1809,"@.kj""uz.@.4Iv",9,4,JJ|NN,1071.37,974.12,13.33,1.6,NA
accuse,6,2.46,0,4,1168.8,"@.kj""uz",5,2,VB,626.36,635.12,9.10,2.25,NA
accused,7,2.82,1,2,1721.5,"@.kj""uzd",6,2,VB|NN|JJ,661.97,624.14,NA,2.93,NA
accuses,7,1.51,1,1,1722.17,"@.kj""uz.@z",7,3,VB,758.7,688.36,NA,NA,NA
accusing,8,2.4,0,1,2332.14,"@.kj""uz.IN",7,3,VB|JJ,743.55,640.52,NA,NA,NA
accusingly,10,NULL,0,1,2033.89,"@.kj""uz.IN.li",9,4,RB,809.74,803.43,NA,1.57,NA
accustom,8,0.85,0,0,1423,"@.k""V.st@m",7,3,VB,751.48,721.96,12.00,1.48,NA
acolyte,7,0.9,0,0,1870.17,"""a.k@.laIt",6,3,NN,731.18,822.86,13.77,NA,NA
acorn,5,1.58,2,1,1791,"""e.kOrn",5,2,NN,721.96,616.71,5.95,4.96,NA
accustomed,10,2.18,0,0,1798.56,"@.k""V.st@md",8,3,VB|JJ,735.72,744.65,NA,2.07,NA
ace,3,2.88,11,14,1548,"""es",2,1,NN,579.03,627.65,8.83,3.92,1
acerbic,7,0.7,0,0,2071.33,"@.s""3`.bIk",6,3,JJ,829.89,1056.73,16.62,NA,NA
aces,4,2.31,5,3,2528.33,"""es.@z",4,2,NN,768.94,673.92,NA,NA,NA
acetate,7,0.85,0,2,2483.83,"""a.s@.tet",6,3,NN,856.65,845.95,12.85,NA,NA
acetone,7,0.95,0,0,2116.17,"""a.sI.t%on",6,3,NN,793.04,874.67,14.05,4.42,NA
acetylene,9,1.38,0,0,1844.13,"@.s""E.4@.lin",8,4,NN,1084,1031,16.88,3.58,NA
ache,4,2.11,3,15,1576.67,"""ek",2,1,VB|NN,631.66,663.5,5.79,3.43,0.5
achievement,11,2.25,0,0,1728.7,"@.tS""iv.m@nt",8,3,NN,746.68,716.8,8.80,2.37,NA
achievements,12,1.75,0,0,1663,"@.tS""iv.m@nts",9,3,NN,700.36,655.92,NA,NA,NA
achieves,8,1.23,1,1,1741.43,"@.tS""ivz",5,2,VB,757.23,697.17,NA,NA,NA
achieving,9,1.58,0,0,2172.63,"@.tS""iv.IN",6,3,VB|NN,657.17,680.16,NA,NA,NA
Achilles,8,2.06,0,0,2145.86,"@.k""I.liz",6,3,NN,751.19,805.38,NA,NA,NA
aching,6,2.03,1,4,2976.2,"""ek.IN",4,2,VB,799.6,718.52,NA,2.72,NA
acid,4,2.71,3,2,1098.67,"""a.s@d",4,2,NN|JJ,615.69,590.85,9.60,1,NA
acidic,6,1.08,0,1,1493,"@.s""I4.Ik",6,3,JJ,753.85,890.08,11.21,3.54,NA
acidity,7,1.04,1,1,1342,"@.s""I4.@.4i",7,4,NN,738.67,785,12.78,3.4,NA
acids,5,1.63,0,0,927.75,"""a.s@dz",5,2,NN,636.75,628.59,NA,NA,NA
acknowledges,12,1.15,1,0,1620,"@k.n""A.lIdZ.@z",9,4,VB,951.52,777.19,NA,NA,NA
acme,4,1.81,3,1,1068.67,"""ak.mi",4,2,NN,772,810.15,9.54,NA,NA
acne,4,1.67,4,1,1248,"""ak.ni",4,2,NN,627.94,656.52,11.40,4.89,NA
acknowledge,11,2.5,0,0,1333.1,"@k.n""A.lIdZ",7,3,VB,771.38,645.46,9.11,2.03,NA
acknowledged,12,2,1,0,1619.64,"@k.n""A.lIdZd",8,3,VB|JJ,810.85,656.5,NA,2.19,NA
acknowledgement,15,1.34,0,0,1636.93,"@k.n""A.lIdZ.m@nt",11,4,NN,735.76,729.79,9.95,2.62,NA
acknowledging,13,1.57,0,0,1959.33,"@k.n""A.lIdZ.IN",9,4,VB,857.81,724.92,NA,NA,NA
acknowledgment,14,1.43,0,0,1596.54,"@k.n""A.lIdZ.m@nt",11,4,NN,850.67,774,NA,NA,NA
acknowledgments,15,0.3,0,0,1554.36,"@k.n""A.lIdZ.m@nts",12,4,NN,917.36,733.54,NA,NA,NA
acoustically,12,0.3,0,0,2340.18,"@.k""u.stIk.li",9,4,RB,988.35,850.74,NA,2.5,NA
acquaint,8,1.32,0,0,1900,"@.kw""ent",6,2,VB,858.73,806.52,NA,1.52,NA
acquaintance,12,2.44,0,0,1971.82,"@.kw""ent.n=s",8,3,NN,807.45,763.31,10.48,3.41,NA
acquainted,10,2.37,0,0,2464.44,"@.kw""en4.@d",8,3,VB,796.61,691.04,NA,2.37,NA
acquiesce,9,0.6,0,0,1339.75,"%a.kwi.""Es",6,3,VB,881.84,762.67,14.25,2.21,NA
acquiesced,10,0.78,0,0,1689.22,"%a.kwi.""Est",7,3,VB,934.5,783.64,NA,NA,NA
acquiescence,12,0.78,0,1,1596.73,"%a.kwi.""Es.n=s",8,4,NN,927.75,893.2,13.61,NA,NA
acquiescent,11,0.3,0,1,1755.2,"%a.kwi.""Es.n=t",8,4,JJ,714,982.93,14.18,NA,NA
acquire,7,2.13,0,1,1303,"@.kw""aIr",5,2,VB,673.94,639.44,9.94,2.93,NA
acquired,8,2.36,1,1,1757.57,"@.kw""aIrd",6,2,VB,710,590.46,NA,2.54,NA
acquires,8,0.95,1,2,1758.14,"@.kw""aIrz",6,2,VB,748.42,793.52,NA,NA,NA
acquiring,9,1.64,0,0,2120.5,"@.kw""aIr.IN",7,3,VB,731.74,678.86,NA,NA,NA
acrylic,7,1.38,0,0,1338,"@.kr""I.lIk",7,3,NN|JJ,782.81,735.12,11.56,4.31,NA
act,3,3.75,5,8,1301.5,"""akt",3,1,NN|VB,635.18,626.69,6.42,1,1
acquisition,11,1.88,0,0,2099.2,"%a.kw@.z""I.Sn=",8,4,NN,785.59,789.55,13.63,2.6,NA
acquisitions,12,1.53,0,0,2077.09,"%a.kw@.z""I.Sn=z",9,4,NN,779.12,781.38,NA,NA,NA
acquisitive,11,0.6,0,0,1665.2,"@.kw""I.z@.4Iv",9,4,JJ,908.64,880.65,14.19,2.08,NA
acquit,6,1.4,0,0,928.8,"@.kw""It",5,2,VB,832.44,767.15,13.22,2.13,NA
acquittal,9,1.58,0,0,1282.13,"@.kw""I4.l=",6,3,NN,905.54,812.38,12.39,2.38,NA
acquitted,9,1.9,0,0,1774.5,"@.kw""I4.@d",7,3,VB,802.06,667.63,NA,NA,NA
acre,4,1.97,3,4,2267.33,"""e.k@`",3,2,NN,723,751.5,9.80,4.18,NA
acquisitiveness,15,0.3,0,0,2057.36,"@.kw""I.z@.4Iv.n@s",12,5,NN,1216.81,962.82,14.38,NA,NA
acreage,7,1.36,0,0,1768.67,"""e.k@`.IdZ",5,3,NN,1018,831.14,13.13,NA,NA
acres,5,2.37,1,0,2822.75,"""e.k@`z",4,2,NN,679.03,661.93,NA,NA,NA
acrid,5,0.48,0,0,1495,"""a.krId",5,2,JJ,762.29,753.23,14.07,2.68,NA
acrimonious,11,0.9,0,0,1875.9,"%a.kr@.m""o.ni@s",10,4,JJ,1115.45,927.65,16.30,NA,NA
acrimony,8,1.08,0,0,1678,"""a.kr@.m%o.ni",8,4,NN,784.5,913.71,14.75,NA,NA
acrobat,7,1.49,0,0,1620,"""a.kr@.bat",7,3,NN,755.88,661.29,8.05,4.46,NA
acrobatic,9,1.11,1,0,2098.63,"%a.kr@.b""a4.Ik",9,4,JJ,832.78,784.96,9.38,3.14,NA
acrobatics,10,1.08,0,0,1876.67,"%a.kr@.b""a4.Iks",10,4,NN,958.93,765.48,9.00,4.36,NA
acrobats,8,1.3,0,0,1532.29,"""a.kr@.bats",8,3,NN,715.18,678.18,NA,NA,NA
acronym,7,1.2,0,0,1551.17,"""a.kr@.nIm",7,3,NN,831.33,738.04,11.56,2.64,NA
Acropolis,9,0.85,0,0,1629.25,"@.kr""A.p@.lIs",9,4,NN,905,920.07,15.40,NA,NA
across,6,3.68,0,0,1363.8,"@.kr""Os",5,2,minor,589.47,590.75,6.64,3.07,NA
acted,5,2.74,1,0,2870.75,"""akt.@d",5,2,VB,652.76,590.24,NA,NA,NA
acting,6,3.43,1,1,3638.8,"""akt.IN",5,2,VB|NN,584.81,591.96,NA,2.54,NA
action,6,3.49,0,1,2898.8,"""ak.Sn=",4,2,NN,564.13,571.5,6.67,2.86,NA
actions,7,2.79,0,0,2725,"""ak.Sn=z",5,2,NN,643.75,642.88,NA,NA,NA
activate,8,2.38,0,0,2470.86,"""akt.@v.et",7,3,VB,657.35,688.25,11.11,2.97,NA
activated,9,2.34,0,0,2722.63,"""akt.@v.%e4.@d",9,4,VB,752.13,676,NA,NA,NA
activating,10,1.65,0,0,3165.78,"""akt.@v.%e4.IN",9,4,VB,700.47,703.48,NA,NA,NA
activation,10,1.64,0,0,2754.67,"%akt.@v.""e.Sn=",8,4,NN,806.54,650.29,9.78,2.41,NA
active,6,2.77,0,2,2030.8,"""akt.Iv",5,2,JJ,632.74,558.29,6.53,3.32,NA
actively,8,1.63,0,0,1918.86,"""akt.Iv.li",7,3,RB,703.78,672.43,NA,2.41,NA
activism,8,1,1,0,1757.86,"""akt.@v.%I.zm=",8,4,NN,653.09,664.38,11.89,1.79,NA
activist,8,1.71,1,0,2192,"""akt.@v.Ist",8,3,NN,697.69,605.59,11.80,3.34,NA
activities,10,2.64,0,0,2412.89,"akt.""Iv.@.4iz",9,4,NN,713.27,667.65,NA,NA,NA
activity,8,2.82,0,0,1699.86,"akt.""Iv.@.4i",8,4,NN,714.84,633.08,6.47,2.72,NA
actor,5,3.13,0,3,1680.75,"""akt.@`",4,2,NN,539.97,555.71,7.17,4.57,NA
actors,6,2.81,0,0,1638.4,"""akt.@`z",5,2,NN,647.87,607.7,NA,NA,NA
actor's,7,NULL,0,0,1319.83,"""akt@`z",5,2,NULL,588.29,590.67,NA,NA,NA
actress,7,2.91,0,0,2482.17,"""ak.tr@s",6,2,NN,687.53,611.85,6.17,4.54,NA
actresses,9,2.06,0,0,2676.63,"""ak.tr@s.@z",8,3,NN,860.76,718.44,NA,NA,NA
acts,4,2.8,3,4,1203,"""akts",4,1,NN|VB,590.34,600.22,NA,3.29,1
actual,6,2.95,0,0,1368.6,"""ak.tSu@l",6,2,JJ|NN,623.32,545.71,6.94,2.22,NA
actualities,11,0.3,0,0,2228.7,"%ak.tSu.""al.@.4iz",10,5,NN,833.86,804.61,NA,NA,NA
actuality,9,1.4,0,0,1558.75,"%ak.tSu.""al.@.4i",9,5,NN,829,717.7,12.38,1.96,NA
actually,8,4.22,0,0,1429.14,"""ak.tSu@l.i",7,3,RB,647.27,612.33,7.33,1.37,NA
actuary,7,0.9,0,0,1229.67,"""ak.tSu.%E.ri",7,4,NN,711.67,926.46,17.27,NA,NA
acuity,6,1.18,0,0,1087.2,"@.kj""u@.4i",7,3,NN,862.47,890.79,13.88,NA,NA
acupuncture,11,1.58,0,0,1395,"""a.kj@.p%VNk.tS@`",10,4,NN,853.2,812.89,11.79,3.83,NA
acute,5,2.18,0,1,1864.5,"@.kj""ut",5,2,JJ|NN,649.53,709.07,11.60,1.92,NA
acutely,7,1.18,0,0,1789.33,"@.kj""ut.li",7,3,RB,818.93,735.28,NA,1.83,NA
acuteness,9,0.3,0,0,2451.13,"@.kj""ut.n@s",8,3,RB,874.47,755.96,12.95,2.41,NA
ad,2,2.84,8,18,1051,"""ad",2,1,NN|minor,740.94,626.38,8.22,4.46,0.842105
Ada,3,NULL,3,3,792.5,"""e.4@",3,2,NN,882.82,824.05,NA,NA,NA
adage,5,1.52,0,3,895,"""a.4@dZ",4,2,NN,769.85,712.38,16.21,1.86,NA
Adam,4,3.28,0,6,843.33,"""a.4@m",4,2,NN|RB,602.12,635.31,NA,NA,NA
adamant,7,1.71,0,0,1785.17,"""a.4@.m@nt",7,3,JJ,823,771.84,14.29,1.65,NA
adamantly,9,0.48,0,0,1584.38,"""a.4@.m@nt.li",9,4,RB,836,907.5,NA,1.46,NA
zoologist,9,1.11,0,0,1392.5,"zu.""A.l@.dZIst",9,4,NN,714.09,732.7,11.06,4.3,NA
zoology,7,1.26,0,0,728.83,"zu.""A.l@.dZi",7,4,NN,685.28,687.12,10.25,3.37,NA
zoom,4,2.26,4,7,727.33,"z""um",3,1,VB|NN,549.76,639.86,8.57,1,1
zooming,7,1.52,3,3,2394.67,"z""um.IN",5,2,VB,709.69,672.37,NA,NA,NA
zooms,5,0.6,3,5,594.75,"z""umz",4,1,VB,666.93,613.83,NA,NA,1
zucchini,8,1.7,0,0,1667.71,"zu.k""i.ni",6,3,NN,848.68,756,6.79,4.87,NA
Zurich,6,2.1,0,0,1608.4,"z""U.rIk",5,2,NN,763,822.64,NA,NA,NA
won,3,4.59,11,20,2472,"w""Vn",3,1,VB,659.9,615.04,NA,2.96,0.375
wonder,6,3.78,5,6,3093.8,"w""Vn.4@`",5,2,NN|VB,590.88,591.64,7.63,1.8,NA
wondered,8,2.88,2,4,3499.43,"w""Vn.4@`d",6,2,VB,639.88,594.26,NA,NA,NA
wonderful,9,3.92,0,0,2130.88,"w""Vn.4@`.fl=",7,3,JJ,625.77,609.61,6.47,1.82,NA
wonderfully,11,2.06,0,0,2020.8,"w""Vn.4@`.fl=.i",8,4,RB,646.42,657.18,NA,1.5,NA
wonderfulness,13,0.6,0,0,2119.25,"w""Vn.4@`.fl=.n@s",10,4,NN,850.55,750.26,9.16,1.59,NA
wondering,9,3.51,2,3,3644.63,"w""Vn.4@`.IN",7,3,VB|NN,740.37,615.04,NA,2.07,NA
wonderingly,11,NULL,0,0,3113.7,"w""Vn.4@`.IN.li",9,4,RB,898.45,764.32,NA,1.74,NA
wonderland,10,1.97,0,0,2557.33,"w""Vn.4@`.l%and",9,3,NN,815.29,681.15,NA,2.39,NA
wonders,7,2.47,2,6,2823,"w""Vn.4@`z",6,2,NN|VB,612.03,629.59,NA,NA,NA
wondrous,8,1.92,0,0,1769.71,"w""Vn.dr@s",7,2,JJ,842.08,734.19,11.00,1.46,NA
wondrously,10,0.3,0,0,1595.78,"w""Vn.dr@s.li",9,3,RB,846.28,838.52,NA,1.75,NA
wont,4,1.91,4,12,2654,"w""Ont",4,1,JJ|NN|VB,877.12,619.47,7.65,1.59,0.666667
won't,5,NULL,1,5,1287,"w""ont",4,1,encl,629.13,635.07,NA,NA,NA
woo,3,2.54,11,35,632,"w""u",2,1,VB|NN,746.73,645.18,10.88,2.19,1
wood,4,3.14,7,16,599.67,"w""Ud",3,1,NN,595.42,580.07,4.58,1,0.363636
woodbine,8,0.6,0,0,1662.43,"w""Ud.baIn",6,2,NN,842.8,681.65,NA,NA,NA
woodblock,9,0.3,0,0,761.38,"w""Ud.bl%Ak",7,2,NN,812.79,688.96,8.56,4.59,NA
woodcarver,10,0.48,0,0,1653.33,"w""Ud.k%Arv.@`",8,3,NN,820.72,728.28,8.86,4.59,NA
woodcock,8,0.7,0,0,842.29,"w""Ud.k%Ak",6,2,NN,871.96,683.28,13.60,NA,NA
woodcraft,9,0.3,0,0,766.25,"w""Ud.kr%aft",8,2,NN,661.68,637.5,8.95,4.15,NA
woodcut,7,NULL,0,0,571.83,"w""Ud.k%Vt",6,2,NN,737.5,628.48,NA,3.89,NA
woodcutter,10,1.11,0,0,1628.89,"w""Ud.k%V4.@`",7,3,NN,777.81,642.76,7.89,4.54,NA
woodcutters,11,0.3,0,0,1612.9,"w""Ud.k%V4.@`z",8,3,NN,779.13,713.42,NA,NA,NA
wooded,6,1.26,2,7,1777,"w""U4.@d",5,2,JJ,754.97,683.8,8.68,4.46,NA
wooden,6,2.57,2,2,1643.2,"w""Ud.n=",4,2,JJ,703.73,616.67,5.89,1,NA
woodgraining,12,NULL,0,0,2358.27,"w""Ud.gr%en.IN",9,3,VB,1055.91,841.43,NA,NA,NA
woodland,8,1.76,0,0,1339.29,"w""Ud.l@nd",7,2,JJ|NN,745.41,658.63,7.21,3.76,NA
woodman,7,1.28,0,0,1174,"w""Ud.m@n",6,2,NN,754.42,654.41,NA,4,NA
woodpecker,10,1.71,0,0,1421.22,"w""Ud.p%Ek.@`",7,3,NN,696.37,638.64,6.50,4.93,NA
woodpile,8,1.08,0,0,1070.43,"w""Ud.p%aIl",6,2,NN,780.47,679.57,6.85,5,NA
Woodrow,7,1.28,0,0,837.33,"w""U.dro",5,2,NN,736.26,650.11,NA,NA,NA
woods,5,3.17,6,7,553.5,"w""Udz",4,1,NN,573.88,563.89,4.93,4.87,0.333333
woodshed,8,1.36,0,0,1391.86,"w""Ud.S%Ed",6,2,NN,845.03,690.65,7.72,4.68,NA
woodsman,8,1.38,0,0,1129,"w""Udz.m@n",7,2,NN,778.5,637.69,9.75,4.58,NA
Woodward,8,2.04,1,0,873.86,"w""Ud.w@`d",6,2,NN,747.54,717.58,NA,NA,NA
woodwind,8,1.2,0,0,1569.29,"w""Ud.w%Ind",7,2,NN,735,728.12,9.37,4.43,NA
woodwork,8,1.64,1,1,746,"w""Ud.w%3`k",6,2,NN|VB,761.91,660.92,10.42,4.45,NA
woodworm,8,0.3,1,1,790.71,"w""Ud.w%3`m",6,2,NN,938.88,628.24,12.27,4.79,NA
woody,5,2.64,5,6,487.25,"w""U4.i",4,2,JJ|NN,652.06,553.71,NA,3.12,NA
woodyard,8,NULL,1,0,808,"w""Ud.j%Ard",7,2,NN,1089.75,761.38,NA,NA,NA
woodworking,11,0.78,0,0,1646.2,"w""Ud.w%3`k.IN",8,3,NN|VB,742.69,659.7,8.89,4.12,NA
wooed,5,1.23,1,24,1473.75,"w""ud",3,1,VB,828.59,737.08,NA,NA,1
woof,4,2.15,7,6,488,"w""Uf",3,1,NN|VB,720.39,597.93,3.53,3.9,0.285714
wool,4,2.21,6,12,854,"w""Ul",3,1,NN,657.94,606.81,8.06,4.86,0.111111
woolen,6,1.48,1,1,1958.8,"w""Ul.@n",5,2,JJ,676.46,655.48,7.83,3.86,NA
woollen,7,0.6,0,1,1901.83,"w""Ul.@n",5,2,JJ,811.56,721,NA,NA,NA
woolly,6,1.4,2,9,1144.6,"w""Ul.i",4,2,JJ|NN,818.48,661.58,NA,3.96,NA
woolworkers,11,NULL,0,0,1447.9,"w""Ul.w%3`k.@`z",8,3,NN,876.74,767.42,NA,NA,NA
Woolworth's,11,NULL,0,0,904.5,"w""Ulw%@`Ts",7,2,NULL,824.41,709.59,NA,NA,NA
woozy,5,1.64,1,2,331,"w""u.zi",4,2,JJ,666,617.92,7.84,3.1,NA
Worcester,9,1.43,0,0,2970.88,"w""U.st@`",5,2,NN,795.96,794.41,NA,NA,NA
word,4,4.08,10,23,1240,"w""3`d",3,1,NN,620.22,571.15,4.42,1,0.166667
worded,6,1.18,3,8,2161.2,"w""3`4.@d",5,2,VB,671.66,604.82,NA,2.15,NA
wording,7,1.18,1,7,2735.17,"w""3`4.IN",5,2,NN|VB,660.06,614.3,10.22,2.45,NA
wordless,8,0.48,1,1,1929.71,"w""3`d.l@s",6,2,JJ,694.18,600.86,10.21,2.31,NA
wordplay,8,1,0,0,994.86,"w""3`d.pl%e",6,2,NN,743.53,659.85,10.95,1.87,NA
words,5,3.79,8,9,1033.75,"w""3`dz",4,1,NN,598.45,551.69,NA,NA,0.166667
Wordsworth,10,NULL,0,0,1083.22,"w""3`dz.w@`T",7,2,NN,880.19,800.65,NA,NA,NA
wordy,5,0.95,4,9,967.5,"w""3`4.i",4,2,JJ,696.13,622.39,10.89,3.2,NA
wore,4,3.03,20,31,2544.67,"w""Or",3,1,VB,760.09,625.23,NA,3,1
work,4,4.61,9,19,1120.67,"w""3`k",3,1,NN|VB,633.15,521.89,5.86,1,0.166667
workable,8,1.26,0,0,1296.86,"w""3`k.@.bl=",6,3,JJ,712.77,578.41,9.94,2.21,NA
workbag,7,NULL,0,0,825.83,"w""3`k.b%ag",6,2,NN,871.38,594.48,NA,4.52,NA
workbasket,10,NULL,0,0,900.11,"w""3`k.b%a.sk@t",9,3,NN,874.45,685.56,NA,4.68,NA
workbench,9,1.04,0,0,1372.88,"w""3`k.b%EntS",7,2,NN,738.27,599.12,6.78,4.62,NA
workbook,8,0.85,0,0,759,"w""3`k.b%Uk",6,2,NN,711.79,681.04,6.65,4.57,NA
workday,7,1.15,0,1,721.33,"w""3`k.d%e",5,2,NN,660.56,587.85,9.06,3.68,NA
worked,6,3.77,4,9,1749,"w""3`kt",4,1,VB,708.65,594.18,NA,1,NA
worker,6,2.75,3,6,2084.4,"w""3`k.@`",4,2,NN,588.14,589.39,6.67,4.59,NA
workers,7,2.78,1,1,1981.83,"w""3`k.@`z",5,2,NN,628.09,570.61,NA,NA,NA
worker's,8,NULL,1,1,1659.71,"w""3`k.@`z",5,2,encl,648.16,609.46,NA,NA,NA
workhorse,9,0.78,1,0,1354.5,"w""3`k.h%Ors",7,2,NN,662.66,560.36,10.50,3.8,NA
workhouse,9,1.23,1,0,1219.5,"w""3`k.h%aUs",6,2,NN,766.97,604.26,11.73,4.23,NA
working,7,4.11,1,6,2433.67,"w""3`k.IN",5,2,VB|NN|JJ,531.82,585.89,NA,1,NA
workingmen,10,0.48,0,0,2246.56,"w""3`k.IN.m%En",8,3,NN,969.72,693.5,NA,NA,NA
workings,8,1.63,0,0,2125,"w""3`k.INz",6,2,NN,598.22,560.79,8.20,2.59,NA
workman,7,1.61,1,0,1424,"w""3`k.m@n",6,2,NN,637.07,598.96,6.06,4.11,NA
workman's,9,NULL,0,0,1219,"w""3`k.m@nz",7,2,encl,737.12,583.11,NA,NA,NA
workmanship,11,1.46,0,0,1330.7,"w""3`k.m@n.S%Ip",9,3,NN,785.03,619.67,12.39,2.33,NA
workmen,7,1.71,1,0,1489.67,"w""3`k.m@n",6,2,NN,708,603.96,NA,NA,NA
workout,7,2.15,1,1,1003,"w""3`k.%aUt",5,2,NN,583.6,589.63,8.68,3.89,NA
workouts,8,1.11,0,0,1003.43,"w""3`k.%aUts",6,2,NN,695.5,631.67,NA,NA,NA
workpeople,10,NULL,0,0,1136.78,"w""3`k.p%i.pl=",7,3,NN,823.64,646.52,NA,4.41,NA
workpiece,9,NULL,0,0,1048.75,"w""3`k.p%is",6,2,NN,834.17,650.44,NA,NA,NA
workroom,8,1.08,0,0,1096.29,"w""3`k.r%um",6,2,NN,748.13,643.22,9.74,4.66,NA
works,5,3.73,4,10,900.5,"w""3`ks",4,1,NN|VB,672.25,591.25,NA,3.79,0.166667
work's,6,NULL,1,10,881.6,"w""3`ks",4,1,encl,601.82,578.19,NA,NA,NA
worksheet,9,0.78,0,0,1108.75,"w""3`k.S%it",6,2,NN,727.09,572.22,8.00,4.66,NA
workshop,8,2.16,0,0,977.43,"w""3`k.S%Ap",6,2,NN,681.31,586.85,7.78,4.54,NA
workshops,9,1.2,0,0,893.5,"w""3`k.S%Aps",7,2,NN,722.66,595.54,NA,NA,NA
worktable,9,NULL,0,0,1356.63,"w""3`k.t%e.bl=",7,3,NN,862.76,718.89,NA,4.56,NA
world,5,4.37,1,10,926,"w""3`ld",4,1,NN,570.82,558.82,5.32,1,1
worldly,7,1.89,0,1,926.67,"w""3`ld.li",6,2,JJ,870.12,680.63,10.61,1.86,NA
worlds,6,2.66,0,0,823.8,"w""3`ldz",5,1,NN,680.45,593.35,NA,NA,1
world's,7,NULL,0,0,798.67,"w""3`ldz",5,1,encl,667.71,604.38,NA,NA,NA
worldshaking,12,NULL,0,0,1648.18,"w3`ld.""SekIN",9,3,NULL,989.4,850.52,NA,NA,NA
worldwide,9,2.21,0,0,960,"w%3`ld.w""aId",7,2,JJ,646.75,611.58,9.42,2.52,NA
worm,4,2.71,9,10,1225,"w""3`m",3,1,NN|VB,638.64,586.76,3.89,4.9,0.166667
